Feature	Gain	Cover	Frequency
ctrx_quarter	0.191352714660671	0.0199671267217631	0.0190447400241838
rank_mpasivos_margen_pos	0.0868545921200728	0.0154508290107413	0.0190447400241838
rank_mcaja_ahorro_pos	0.0708612487757332	0.0132797160122742	0.0175332527206771
rank_mpayroll	0.0599133662916311	0.0301543368949927	0.0154171704957678
rank_mtarjeta_visa_consumo	0.0502404909269212	0.01764326205092	0.0214631197097944
rank_mcuenta_corriente_neg	0.038952662002687	0.0186875730810185	0.0190447400241838
rank_cpayroll_trx	0.0353967364273291	0.0137304381246708	0.00544135429262394
rank_cprestamos_personales	0.030121836022065	0.0248052060070231	0.00997581620314389
rank_mcuentas_saldo_pos	0.0282123866692592	0.0395563427849557	0.0290205562273277
rank_mprestamos_personales	0.0280155652523211	0.0297041315517861	0.0120918984280532
campo8	0.0240531126660588	0.0146104430533239	0.00483675937122128
rank_mrentabilidad_annual_pos	0.0236713455570401	0.0345159947385211	0.0332527206771463
ccomisiones_mantenimiento	0.0171495426273569	0.002875714538581	0.00272067714631197
rank_mcuentas_saldo_neg	0.0155678322811308	0.0159846317083043	0.0142079806529625
rank_mrentabilidad_pos	0.0139736487973242	0.0128719983718325	0.0178355501813785
cproductos	0.0134355676141465	0.0187017842337444	0.0172309552599758
rank_cdescubierto_preacordado	0.012864399958945	0.0251133461996936	0.00846432889963724
rank_mcomisiones_mantenimiento_pos	0.0111691916050353	0.0152719672437766	0.0129987908101572
campo7	0.0110403651252675	0.00305054153071579	0.00241837968561064
mautoservicio	0.0109855490820048	0.0163630657613109	0.0178355501813785
rank_mactivos_margen_neg	0.010783623577482	0.0179713442341289	0.0226723095525998
ccajas_consultas	0.0087173540031139	0.0230042190030461	0.00665054413542926
rank_mcomisiones_pos	0.00861314982166085	0.0161925253033549	0.0229746070133011
ctarjeta_master	0.00811365539334531	0.00661498351993239	0.00453446191051995
Visa_status	0.00786846948209401	0.0133979965295769	0.00544135429262394
rank_Visa_mpagominimo	0.00780291574589261	0.0184994227191254	0.0232769044740024
Visa_fechaalta	0.00754711124073465	0.0200703944315708	0.0211608222490931
cliente_edad	0.00745617379512726	0.0203217231395681	0.031136638452237
ccomisiones_otras	0.00715692334510645	0.00991125542575351	0.0129987908101572
rank_Visa_msaldototal_pos	0.00663509068900428	0.0120834615898148	0.0190447400241838
Master_fechaalta	0.0065409042822276	0.0242171359192609	0.0244860943168077
ctarjeta_visa_transacciones	0.00620885383106551	0.0121219211429959	0.0172309552599758
rank_Visa_msaldopesos_pos	0.00551507893440872	0.00793805840182198	0.0114873035066505
Visa_mconsumospesos	0.00475319654920902	0.012384386889563	0.0205562273276904
rank_Visa_Fvencimiento_neg	0.00461891317690461	0.0099170061393041	0.0157194679564692
numero_de_cliente	0.0045691036649511	0.0125408619502057	0.0238814993954051
rank_mcomisiones_otras_pos	0.00446111954890418	0.0146856130947352	0.0160217654171705
Master_status	0.00430860865906703	0.0097688788886542	0.00665054413542926
chomebanking_transacciones	0.00421461004394744	0.0110567008364393	0.0160217654171705
rank_Master_Fvencimiento_neg	0.00392181409416796	0.00932738574397183	0.0129987908101572
Visa_cconsumos	0.00392020035303457	0.00929996385067011	0.0139056831922612
ccaja_seguridad	0.00391455823769159	0.00691252331896125	0.00211608222490931
Master_mfinanciacion_limite	0.00382711505321854	0.0101351821161872	0.0193470374848851
rank_mtransferencias_recibidas	0.00378099383393234	0.0114364665638972	0.0199516324062878
rank_mactivos_margen_pos	0.00331072509052144	0.00969877716045281	0.0123941958887545
thomebanking	0.00326918634389051	0.005201334899621	0.00695284159613059
cliente_antiguedad	0.00320192975039477	0.00883346040223949	0.0151148730350665
cmobile_app_trx	0.00310782612148745	0.00952205534795458	0.00695284159613059
tcallcenter	0.0030632420060942	0.0101686594843567	0.00362756952841596
Master_mlimitecompra	0.00300490484783653	0.00793513004307848	0.0142079806529625
rank_mcuenta_debitos_automaticos	0.00285423397947253	0.0135498206675093	0.00846432889963724
rank_mcaja_ahorro_dolares_pos	0.00282845019596769	0.00900431887200469	0.0142079806529625
rank_Visa_mconsumosdolares	0.00258533343757522	0.00749840045028882	0.0111850060459492
rank_mtransferencias_emitidas	0.00254972406545268	0.00858215156998025	0.0123941958887545
ctarjeta_debito_transacciones	0.00246861418392459	0.0104807416984127	0.0117896009673519
ccallcenter_transacciones	0.00234910916731915	0.0120546947715698	0.00392986698911729
ctarjeta_visa_debitos_automaticos	0.00227808402040742	0.00505398942800216	0.00665054413542926
ctarjeta_visa	0.00223014570685598	0.008053377434151	0.00362756952841596
rank_mtarjeta_master_consumo	0.00196473478041524	0.00546590084917832	0.00272067714631197
cextraccion_autoservicio	0.00193588060548318	0.00793973458906657	0.00785973397823458
rank_Visa_mconsumototal_pos	0.00190256376638513	0.00747007089828153	0.0111850060459492
rank_ctransferencias_recibidas	0.00176287572531025	0.0072498212193923	0.00967351874244256
rank_Visa_mpagospesos_neg	0.00172163119921821	0.00628083923660974	0.0105804111245466
ccuenta_debitos_automaticos	0.00167273784160706	0.00268703415700578	0.00423216444981862
ctarjeta_master_transacciones	0.00161186702298717	0.00352802963705756	0.0030229746070133
rank_mrentabilidad_neg	0.00160662994053991	0.00528595254186541	0.00513905683192261
rank_Visa_mlimitecompra	0.0014681514134378	0.00365499585190034	0.00725513905683192
rank_Master_mpagominimo	0.00141235534756771	0.00335916536634619	0.00574365175332527
Master_mpagospesos	0.00139610326516182	0.00820562558782909	0.00634824667472793
rank_mttarjeta_visa_debitos_automaticos	0.00134180953816954	0.00610035428436872	0.00725513905683192
rank_Visa_mfinanciacion_limite	0.00133258721057247	0.00292202500830292	0.0060459492140266
ctarjeta_debito	0.00126937494455344	0.00265138370813973	0.00453446191051995
mextraccion_autoservicio	0.00126777653583374	0.00623280620292104	0.00695284159613059
rank_Master_msaldototal_pos	0.00122942522403719	0.00187679969425285	0.00392986698911729
catm_trx	0.00120894596714941	0.00764984694919777	0.00544135429262394
Master_mconsumospesos	0.00110840927975296	0.00221159325168605	0.00423216444981862
internet	0.00105008326424394	0.00674701804798508	0.00332527206771463
Master_cconsumos	0.000887690238859335	0.00156938165339918	0.0030229746070133
rank_mrentabilidad_annual_neg	0.000881723471179287	0.00660001046391357	0.00362756952841596
Master_cadelantosefectivo	0.000878289865468609	0.000943435034106203	0.00120918984280532
ctransferencias_emitidas	0.000770096573688098	0.00420196953856308	0.00513905683192261
rank_matm	0.000757689854984046	0.00599461535779333	0.00574365175332527
ccajas_transacciones	0.00070407703026106	0.00452424138100709	0.00181378476420798
rank_cpagomiscuentas	0.000696908840814111	0.00258977554534371	0.00392986698911729
rank_mpagomiscuentas	0.000663982751791351	0.00302708815978366	0.00544135429262394
rank_Visa_msaldodolares_pos	0.000589232052401736	0.00607009016052183	0.0030229746070133
rank_Visa_mpagosdolares	0.000560969394829298	0.00148858015286576	0.00211608222490931
rank_Visa_fultimo_cierre_pos	0.000524313916898185	0.0016160962631287	0.00272067714631197
rank_Master_mconsumototal_pos	0.000506535337785938	0.00249826764723223	0.00211608222490931
rank_Master_fultimo_cierre_pos	0.000503707635310889	0.001380456137721	0.00211608222490931
Visa_cadelantosefectivo	0.000481603993127918	0.0017282550531033	0.00120918984280532
rank_Master_msaldopesos_pos	0.000427212938808801	0.00140383000570083	0.00332527206771463
rank_mplazo_fijo_dolares	0.000373248818439039	0.0046779934655331	0.00151148730350665
Master_madelantopesos	0.000353030478021875	0.000193536686912292	0.00030229746070133
rank_matm_other	0.000330748410389885	0.00344459791385181	0.00241837968561064
Visa_madelantopesos	0.000295319218976686	0.00180852653395464	0.00151148730350665
rank_Visa_msaldototal_neg	0.000274280333271365	0.00304561897291845	0.00090689238210399
Master_madelantodolares	0.000261766347891244	0.00051007106629777	0.00090689238210399
Visa_delinquency	0.000260013387992511	0.0016704961582484	0.00090689238210399
rank_Master_mpagosdolares	0.000259151393793088	0.000352973232528625	0.00060459492140266
ccaja_ahorro	0.000234387179039665	0.00301923061799679	0.00120918984280532
rank_Master_msaldototal_neg	0.00022956691631596	0.00241881107164209	0.00090689238210399
cseguro_vida	0.000169189799781715	0.00250361422077523	0.00090689238210399
rank_Visa_mpagado	0.000161182039687096	0.00111942144429555	0.00060459492140266
rank_Master_mconsumosdolares	0.000117113650348312	0.000345453578289085	0.00060459492140266
rank_Master_mpagado	0.000100625892626148	0.00105734951427771	0.00060459492140266
rank_Master_msaldopesos_neg	7.31373735619379e-05	0.000873671193452142	0.00030229746070133
rank_mcuenta_corriente_pos	6.86005159014051e-05	0.000822405039702748	0.00030229746070133
rank_Visa_mconsumototal_neg	5.06393742968012e-05	0.000131093743116991	0.00030229746070133
rank_Visa_mpagospesos_pos	5.04278455165089e-05	0.000131451506402396	0.00030229746070133
Visa_madelantodolares	3.46810520245863e-05	0.000637746182465331	0.00060459492140266
rank_Master_mconsumototal_neg	1.18211137880045e-05	8.94209456132825e-05	0.00030229746070133
catm_trx_other	9.89135320906228e-06	0.000206654674043825	0.00030229746070133
