Feature	Gain	Cover	Frequency
ctrx_quarter	0.153410081631468	0.0143458670539002	0.0164825212823764
r_ctrx_quarter	0.0807492435603334	0.0116131585722822	0.00778844412244159
mpasivos_margen	0.0652061916198474	0.011403675379532	0.0132222423474008
mpayroll	0.0610180321553591	0.0248405258859384	0.00597717804745517
mcaja_ahorro	0.0573788161111593	0.0140677944850267	0.0159391414598805
r_mcaja_ahorro	0.0497861207282386	0.00638565167834999	0.0101430900199239
cpayroll_trx	0.0365183726133256	0.00873800390784969	0.00307915232747691
mtarjeta_visa_consumo	0.0321405526425277	0.016098939594579	0.0103242166274226
r_mpasivos_margen	0.0263101977970631	0.00713566347036238	0.00760731751494294
cprestamos_personales	0.0262757390436085	0.00317495372588782	0.00344140554247419
mcuentas_saldo	0.0230819623575077	0.0284186370715793	0.0266256113023003
r_mpayroll	0.0220356883959977	0.0112724871685988	0.00398478536497011
mrentabilidad_annual	0.0177111280898746	0.0265482945433068	0.0298858902372759
campo8	0.0172637083076776	0.00355663015266991	0.000905633037493208
r_mprestamos_personales	0.0171821923181156	0.00722168711289941	0.0065205578699511
mprestamos_personales	0.0160127737632891	0.0245613122615766	0.00724506429994566
r_mcomisiones_mantenimiento	0.0142991299184872	0.0122735112658996	0.00688281108494838
r_mcuentas_saldo	0.0128244282107547	0.00800744313148615	0.0103242166274226
r_mrentabilidad_annual	0.0119218410787694	0.0154768653321669	0.0179315341423655
campo1	0.00973039515337104	0.000179623362792688	0.000362253214997283
Visa_status	0.00938702757025679	0.0316762045416264	0.00597717804745517
ctarjeta_visa_transacciones	0.00910799361011675	0.0052618778734945	0.00688281108494838
mcuenta_corriente	0.0090724090039405	0.0206488452816991	0.0291613838072813
mactivos_margen	0.0075822545724144	0.012963000678729	0.0202861800398479
mrentabilidad	0.0066754821829818	0.0074615674931336	0.0148523818148886
cdescubierto_preacordado	0.00626793009860643	0.0189944607726684	0.00706393769244702
r_mcuenta_corriente	0.00577044880765667	0.00395621849700038	0.00833182394493751
ccajas_consultas	0.00566848733176915	0.0247058149978874	0.00633943126245246
Visa_fechaalta	0.00523503521414332	0.0106748792587491	0.0235464589748234
ccaja_seguridad	0.00503238205582827	0.0240699684610936	0.00489041840246332
r_mactivos_margen	0.00460840867337177	0.0110055796949972	0.0114109762724144
Visa_mpagominimo	0.00455081415010243	0.0164308076224895	0.01467125520739
Master_status	0.00453608291182246	0.0098222587153586	0.00271689911247962
cliente_edad	0.00451330441069068	0.015777725840588	0.0253577250498098
mcomisiones_mantenimiento	0.00445921804095191	0.0150862263125671	0.00706393769244702
Master_fechaalta	0.00441578038717469	0.0113249690870156	0.024270965404818
r_Visa_mpagominimo	0.00428247583941019	0.00707916132156251	0.00706393769244702
Visa_msaldototal	0.0042510996051681	0.00598601689571476	0.0106864698424199
cliente_antiguedad	0.00415019424996431	0.0103355943701649	0.021735192899837
mautoservicio	0.00403899267628957	0.0125422563695608	0.0074261909074443
r_Master_fechaalta	0.00398321633987684	0.0044097548833692	0.0119543560949103
mcomisiones_otras	0.00393368727254419	0.00502237563374189	0.0155768882448832
r_cproductos	0.00346531309802542	0.00770539512927197	0.00851295055243615
r_cprestamos_personales	0.00344779117468392	0.00246460024613628	0.00344140554247419
r_mtarjeta_visa_consumo	0.00335873441490231	0.00618923091732303	0.00362253214997283
r_mrentabilidad	0.00331304267660808	0.00650665663245468	0.00760731751494294
cproductos	0.00326762873897684	0.0118157556278416	0.00978083680492664
ccallcenter_transacciones	0.00314806637533368	0.0205963036568905	0.00724506429994566
mcomisiones	0.00305905775289998	0.00526064394139672	0.00996196341242529
Visa_Fvencimiento	0.00302930964675674	0.00903124853429101	0.0184749139648614
Master_Fvencimiento	0.00300719732426686	0.00876085818783273	0.0219163195073356
r_cdescubierto_preacordado	0.00293274611971852	0.0127433806674551	0.0065205578699511
r_Visa_msaldototal	0.00290209705696976	0.00645122256466418	0.00597717804745517
Visa_mconsumospesos	0.002851868096225	0.0107125274558184	0.0139467487773954
chomebanking_transacciones	0.00281468619154974	0.00880354162394619	0.0128599891324036
Master_msaldopesos	0.00277664282569396	0.00500443718001935	0.00724506429994566
numero_de_cliente	0.00264237383547407	0.00993846725598645	0.0219163195073356
Master_mfinanciacion_limite	0.00251044836751007	0.00803618844212955	0.0163013946748777
Master_mlimitecompra	0.0025035311219467	0.00839479166549189	0.0144901285998913
ccomisiones_otras	0.00249596549045306	0.0115010565046034	0.0123166093099076
mcuenta_debitos_automaticos	0.00240173360603331	0.00859933249580745	0.00561492483245789
r_ctarjeta_visa	0.00236596937342151	0.00415541892226911	0.00326027893497555
r_Visa_Fvencimiento	0.0022466419497992	0.00549173421394512	0.0108675964499185
r_Master_Fvencimiento	0.00224425228137067	0.00412128013423058	0.012135482702409
internet	0.00223562781326965	0.00712236221307181	0.00380365875747147
r_Master_status	0.00216641248286658	0.00541767838594782	0.00489041840246332
Visa_mpagospesos	0.0021549985805773	0.00973790021774921	0.0144901285998913
Visa_msaldopesos	0.0021086443081353	0.00691507488873216	0.0106864698424199
ctarjeta_master_transacciones	0.00197691492543756	0.00117743658302177	0.00144901285998913
r_ctarjeta_visa_transacciones	0.00191928447116014	0.00652930525708809	0.00561492483245789
ccomisiones_mantenimiento	0.00188901064343862	0.00718811221856148	0.00144901285998913
cmobile_app_trx	0.00185749626845669	0.00992069465335232	0.00452816518746604
mcaja_ahorro_dolares	0.00183199121606668	0.00548524611936648	0.00851295055243615
Visa_mfinanciacion_limite	0.00183183363410343	0.0060118564952892	0.0134033689548995
Visa_mconsumototal	0.00180238462705879	0.0066793673218824	0.00978083680492664
thomebanking	0.00176883421520194	0.00512623821934841	0.00344140554247419
Master_msaldototal	0.00172639947800732	0.00667333034226424	0.00833182394493751
r_cliente_edad	0.00165230274118818	0.00573595325865214	0.00978083680492664
ctarjeta_master	0.00153350162761795	0.00138483668610154	0.00108675964499185
Visa_cconsumos	0.00147833333036217	0.00564855636910306	0.00796957072994023
tmobile_app	0.00142680875851886	0.0186166121890068	0.00452816518746604
Master_mconsumototal	0.00139935964774535	0.00548764100908313	0.00507154500996196
Visa_mconsumosdolares	0.00138950218698298	0.00815771085163008	0.00670168447744974
r_Visa_fechaalta	0.00135925272182682	0.002756551234088	0.00597717804745517
ctransferencias_recibidas	0.0013304109230659	0.0071884240186077	0.00706393769244702
mtransferencias_recibidas	0.00130006944376412	0.00528676880484322	0.00815069733743887
Visa_mlimitecompra	0.00128807074028423	0.00522985534534409	0.00941858358992936
tcallcenter	0.00126392542789522	0.00684228616305033	0.00199239268248506
ccuenta_debitos_automaticos	0.0012100329392576	0.00254469968779528	0.00199239268248506
Master_mpagominimo	0.00115178291850915	0.00231153295961997	0.00344140554247419
r_chomebanking_transacciones	0.000971274135358124	0.0037094387114883	0.00561492483245789
ccajas_transacciones	0.000957405971547755	0.001503068610008	0.00108675964499185
Master_mpagospesos	0.000943768225436781	0.00672828675892012	0.00561492483245789
r_mcomisiones_otras	0.000911906653993372	0.00241437390252189	0.00543379822495925
mttarjeta_visa_debitos_automaticos	0.000889974920480622	0.00571490343851101	0.00507154500996196
r_mcomisiones	0.000863489427548433	0.00226634848909327	0.0043470385799674
Master_mconsumospesos	0.000846958013332709	0.0029936851202981	0.00452816518746604
r_Visa_msaldopesos	0.000842028045432055	0.00322330926922494	0.00398478536497011
mtransferencias_emitidas	0.000832302663260773	0.00565623195747472	0.00380365875747147
ccaja_ahorro	0.000795702463765681	0.00463469539755932	0.00289802571997826
ctarjeta_debito_transacciones	0.000781530895046652	0.00245437718504663	0.00380365875747147
ctarjeta_debito	0.000743712672609126	0.00192921966465839	0.00326027893497555
mplazo_fijo_dolares	0.000677240401835534	0.00569253344370613	0.00199239268248506
mtarjeta_master_consumo	0.000672287451845786	0.00560487119241559	0.00199239268248506
tcuentas	0.000662219775631688	0.000123406477864884	0.000362253214997283
Visa_mpagado	0.000562364617621986	0.00186340331873335	0.00271689911247962
Visa_msaldodolares	0.000550171102339824	0.00568504360855348	0.00398478536497011
ctransferencias_emitidas	0.000545735602869403	0.00403580711730707	0.00253577250498098
ctarjeta_visa_debitos_automaticos	0.000537862534184817	0.00309463536079213	0.00235464589748234
Master_fultimo_cierre	0.000535704316973491	0.00128684522902476	0.0021735192899837
r_Visa_mconsumospesos	0.000503543167767929	0.00236854592977215	0.0043470385799674
campo3	0.000465966248175379	0.000855420109762904	0.000724506429994566
mpagomiscuentas	0.000419282253746619	0.00164509021403614	0.00326027893497555
matm	0.000416757618627916	0.00201605929455041	0.00289802571997826
mextraccion_autoservicio	0.000362775817563828	0.00277468207507309	0.00271689911247962
Visa_fultimo_cierre	0.000354588001702039	0.00357681091310776	0.00235464589748234
cpagomiscuentas	0.0003439342851315	0.00264473443028128	0.00289802571997826
matm_other	0.000343554736169429	0.00242347581025388	0.00235464589748234
ctarjeta_visa	0.000327756466810942	0.001881998542766	0.000724506429994566
catm_trx	0.000322128942584028	0.00206482614858679	0.00181126607498642
cextraccion_autoservicio	0.000249486424178228	0.00140469901244965	0.00181126607498642
campo5	0.000242034915601154	0.00120292457828878	0.00126788625249049
mtarjeta_visa_descuentos	0.000217733417698283	0.00289425407577391	0.00199239268248506
cseguro_vida	0.000212002856942627	0.000183908954917229	0.000362253214997283
campo4	0.000191964181723286	0.0011902402870471	0.000905633037493208
Master_cconsumos	0.000188506761019346	0.00121006280913399	0.00144901285998913
Visa_mpagosdolares	0.000159722974131348	0.0017525086469782	0.00163013946748777
catm_trx_other	0.000152610168833826	0.00232244596123742	0.00181126607498642
mttarjeta_master_debitos_automaticos	0.000147987402034134	0.000455221433427075	0.000724506429994566
Master_mconsumosdolares	0.000146703157920965	0.000106536105151713	0.000362253214997283
cseguro_vivienda	0.000109190063580988	0.000730288780578546	0.000724506429994566
