fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221030 061506	528	452013	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	202	1	1	1	0.1	50	0.5	FALSE	388699	0.0384016322025159	0.594043325229752	7179	956	0.0219502372332607	7918	16404000	102
20221030 061638	528	452013	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	137	1	1	1	0.1	50	0.5	FALSE	388699	0.266449402326766	0.983860799576715	5754	734	0.00785513864631793	8814	13652000	103
20221030 061806	528	452013	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	31	1	1	1	0.1	50	0.5	FALSE	388699	0.193987098694748	0.990464651084878	1682	790	0.0180223414615307	8088	14064000	104
20221030 062014	528	452013	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	95	1	1	1	0.1	50	0.5	FALSE	388699	0.137165572930019	0.971476191597805	84	1298	3.25249898934139e-05	8061	14998000	105
20221030 062202	528	452013	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	144	1	1	1	0.1	50	0.5	FALSE	388699	0.0974823920169519	0.771940339102969	3836	1292	0.0180770251905775	8111	15778000	106
20221030 062347	528	452013	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	78	1	1	1	0.1	50	0.5	FALSE	388699	0.149475905748314	0.572866938167997	7909	1822	0.0253572584025551	7028	16824000	107
20221030 062743	528	452013	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	135	1	1	1	0.1	50	0.5	FALSE	388699	0.234467697277917	0.998435131921247	4459	328	0.00976755673150522	8170	15180000	108
20221030 063023	528	452013	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	284	1	1	1	0.1	50	0.5	FALSE	388699	0.224721979303904	0.72246280498784	1491	1332	7.68488789304311e-06	7133	15574000	109
20221030 063139	528	452013	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	82	1	1	1	0.1	50	0.5	FALSE	388699	0.133386746790628	0.621687593434937	7674	1210	0.0247181723090673	7114	16572000	110
20221030 063336	528	452013	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	84	1	1	1	0.1	50	0.5	FALSE	388699	0.0956342385874502	0.434514418425411	1937	963	0.0261569415441767	6842	16316000	111
20221030 063528	528	452013	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	115	1	1	1	0.1	50	0.5	FALSE	388699	0.126514376012644	0.431202712159231	5444	440	0.0232624646341712	7125	15910000	112
20221030 063715	528	452013	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	44	1	1	1	0.1	50	0.5	FALSE	388699	0.109122853364588	0.575655539111421	5165	787	0.0228904788265323	7596	16168000	113
20221030 064141	528	452013	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	491	1	1	1	0.1	50	0.5	FALSE	388699	0.0209791174555069	0.790059072595835	1442	173	0.0158099257528056	7509	16822000	114
20221030 064339	528	452013	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	131	1	1	1	0.1	50	0.5	FALSE	388699	0.291131122300876	0.633621275696904	604	1516	5.74470932001325e-06	7431	14818000	115
20221030 064626	528	452013	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	250	1	1	1	0.1	50	0.5	FALSE	388699	0.0459910083315242	0.449845931813121	7339	484	0.0291086052224622	6524	17592000	116
